ID,Last,First,Middle,Last-first-middle
1649,Cardona,Kaitlyn,Brenda,"Cardona, Kaitlyn Brenda"
1650,Lindner,Jeana,Lois,"Lindner, Jeana Lois"
1651,Ortega,Cristina,Valentina,"Ortega, Cristina Valentina"
1652,Magee,Dolores,Sue,"Magee, Dolores Sue"
1653,Kopacz,Tawanda,Melissa,"Kopacz, Tawanda Melissa"
1654,Andersen,Cindy,Lori,"Andersen, Cindy Lori"
1655,Munoz,Sadie,Meghan,"Munoz, Sadie Meghan"
1656,Mosley,Carmen,Caroline,"Mosley, Carmen Caroline"
1657,Banford,Tanya,Corrin,"Banford, Tanya Corrin"
1658,Ochoa,Sara,Latoya,"Ochoa, Sara Latoya"
1659,Kuisle,Barbara,Meredith,"Kuisle, Barbara Meredith"
1660,Goodin,Susan,Michele,"Goodin, Susan Michele"
1661,Wong,Luis,Laura,"Wong, Luis Laura"
1662,Ugo,Mary,Rosie,"Ugo, Mary Rosie"
1663,Aceves,Sarah,Mercedes,"Aceves, Sarah Mercedes"
1664,Williams,Freda,Lee,"Williams, Freda Lee"
1665,Hamilton,Carla,Sylvia,"Hamilton, Carla Sylvia"
1666,Keene,Pauline,Beverly,"Keene, Pauline Beverly"
1667,Reddish,Sarah,Carolyn,"Reddish, Sarah Carolyn"
1668,Lindo,Janice,Cynthia,"Lindo, Janice Cynthia"
1669,Laney,Colleen,Megan,"Laney, Colleen Megan"
1670,Blanchard,Antonina,Kelly,"Blanchard, Antonina Kelly"
1671,Patton,Elizabeth,Larhonda,"Patton, Elizabeth Larhonda"
1672,Waits,Danielle,Melanie,"Waits, Danielle Melanie"
1673,Curley,Jean,Sandra,"Curley, Jean Sandra"
1674,Johnston,Maria,Cynthia,"Johnston, Maria Cynthia"
1675,Belani,Frances,Tara,"Belani, Frances Tara"
1676,Vo,Tammi,Hattie,"Vo, Tammi Hattie"
1677,Greenwalt,Winifred,Bonnie,"Greenwalt, Winifred Bonnie"
1678,Xiong,Gertrude,Andrea,"Xiong, Gertrude Andrea"
1679,Brown,Barbara,Dawn,"Brown, Barbara Dawn"
1680,Munoz,Amanda,Tiffany,"Munoz, Amanda Tiffany"
1681,Jones,Shirley,Marni,"Jones, Shirley Marni"
1682,Thum,Britney,Marsha,"Thum, Britney Marsha"
1683,Garcia,Kathy,Nakisha,"Garcia, Kathy Nakisha"
1684,Layer,Opal,Rosemary,"Layer, Opal Rosemary"
1685,Burns,Heather,Joyce,"Burns, Heather Joyce"
1686,Back,Wanda,Debra,"Back, Wanda Debra"
1687,Carver,Corinna,Christy,"Carver, Corinna Christy"
1688,Lake,Nicole,Frances,"Lake, Nicole Frances"
1689,Saldivar,Kimberly,Sherry,"Saldivar, Kimberly Sherry"
1690,Bentzel,Beatrice,Nicole,"Bentzel, Beatrice Nicole"
1691,Drakeford,Leonor,Patricia,"Drakeford, Leonor Patricia"
1692,Swanson,Opal,Ann,"Swanson, Opal Ann"
1693,Kirk,Valerie,Lisa,"Kirk, Valerie Lisa"
1694,Adams,Bernice,Adrienne,"Adams, Bernice Adrienne"
1695,Almaras,Anna,Glinda,"Almaras, Anna Glinda"
1696,Wiseman,Nicole,Carolyn,"Wiseman, Nicole Carolyn"
1697,Overton,Cindy,Frances,"Overton, Cindy Frances"
1698,Burnett,Carole,Kari,"Burnett, Carole Kari"
1699,Patton,Marie,Mary,"Patton, Marie Mary"
1700,Johnston,Geraldine,Angelica,"Johnston, Geraldine Angelica"
1701,Bowers,Nubia,Diana,"Bowers, Nubia Diana"
1702,Dolen,Tracy,Kimberly,"Dolen, Tracy Kimberly"
1703,Zimmerman,Sarah,Rebecca,"Zimmerman, Sarah Rebecca"
1704,Brown,Goldie,Marci,"Brown, Goldie Marci"
1705,Pohl,Elfreda,Mary,"Pohl, Elfreda Mary"
1706,Mcarthur,Lisa,Sharon,"Mcarthur, Lisa Sharon"
1707,Green,Nicole,Thelma,"Green, Nicole Thelma"
1708,Forrest,Bernice,Cheryl,"Forrest, Bernice Cheryl"
1709,Farkash,Kerry,Theresa,"Farkash, Kerry Theresa"
1710,Parker,Ruby,Christina,"Parker, Ruby Christina"
1711,Aye,Lisa,Felicia,"Aye, Lisa Felicia"
1712,Ingersoll,Patricia,Carole,"Ingersoll, Patricia Carole"
1713,Caballero,Vera,Maria,"Caballero, Vera Maria"
1714,Barnes,Catherine,Nancy,"Barnes, Catherine Nancy"
1715,Hull,Ernestine,Lynda,"Hull, Ernestine Lynda"
1716,Gilles,Sylvia,Joyce,"Gilles, Sylvia Joyce"
1717,Martinez,Martha,Lucille,"Martinez, Martha Lucille"
1718,Navarro,Armida,Lillian,"Navarro, Armida Lillian"
1719,Santos,Jackie,Joy,"Santos, Jackie Joy"
1720,Alexander,Lola,Bonnie,"Alexander, Lola Bonnie"
1721,Zorich,Mary,Roberta,"Zorich, Mary Roberta"
1722,Martinez,Delia,Cynthia,"Martinez, Delia Cynthia"
1723,Pegg,Donna,Jennifer,"Pegg, Donna Jennifer"
1724,Howell,Pamela,Eleanor,"Howell, Pamela Eleanor"
1725,Collette,Shannon,Tanya,"Collette, Shannon Tanya"
1726,Eldridge,Alice,Nancy,"Eldridge, Alice Nancy"
1727,Jones,Naomi,Carrie,"Jones, Naomi Carrie"
1728,Peterman,Lakita,Pearl,"Peterman, Lakita Pearl"
1729,Hendricks,Rosa,Effie,"Hendricks, Rosa Effie"
1730,Ridenour,Kali,Willie,"Ridenour, Kali Willie"
1731,Anthony,Abigail,Kim,"Anthony, Abigail Kim"
1732,Muniz,Brittany,Marjorie,"Muniz, Brittany Marjorie"
1733,Levy,Ora,Brenda,"Levy, Ora Brenda"
1734,Silva,Ruby,Mary,"Silva, Ruby Mary"
1735,Fer,Rachel,Christene,"Fer, Rachel Christene"
1736,Vadeboncoeur,Virginia,Angela,"Vadeboncoeur, Virginia Angela"
1737,Tobias,Diane,Shirley,"Tobias, Diane Shirley"
1738,Larkin,Stacy,Sally,"Larkin, Stacy Sally"
1739,Graves,Rose,Margie,"Graves, Rose Margie"
1740,Doll,Marlen,Darlene,"Doll, Marlen Darlene"
1741,Hendrix,Brandi,Marietta,"Hendrix, Brandi Marietta"
1742,Masar,Candice,Alisha,"Masar, Candice Alisha"
1743,Carlson,Sandra,Victoria,"Carlson, Sandra Victoria"
1744,Bobb,Marsha,Agnes,"Bobb, Marsha Agnes"
1745,Ramirez,Dorothy,Judith,"Ramirez, Dorothy Judith"
1746,Ditore,Evita,Tera,"Ditore, Evita Tera"
1747,Clark,Melanie,Joan,"Clark, Melanie Joan"
1748,Petty,Leanne,Rita,"Petty, Leanne Rita"
1749,Stein,Kayla,Nicole,"Stein, Kayla Nicole"
1750,Viveiros,Jacque,Eloise,"Viveiros, Jacque Eloise"
1751,Jost,Rosemary,Patricia,"Jost, Rosemary Patricia"
1752,Lee,India,Dianne,"Lee, India Dianne"
1753,Cole,Verna,Maragaret,"Cole, Verna Maragaret"
1754,Trankina,Jennifer,Miriam,"Trankina, Jennifer Miriam"
1755,Galloway,Loriann,Caren,"Galloway, Loriann Caren"
1756,Lockhart,Tonia,Carrie,"Lockhart, Tonia Carrie"
1757,Gordon,Ruth,Rachel,"Gordon, Ruth Rachel"
1758,Powell,Doris,Sharon,"Powell, Doris Sharon"
1759,Nichols,Jean,Regina,"Nichols, Jean Regina"
1760,Rivera,Caroline,Bobbie,"Rivera, Caroline Bobbie"
1761,Linn,Rita,Linda,"Linn, Rita Linda"
1762,Short,Robin,Shaina,"Short, Robin Shaina"
1763,Brady,Amanda,Lisa,"Brady, Amanda Lisa"
1764,Perry,Johnny,Naomi,"Perry, Johnny Naomi"
1765,Ahearn,Tiffany,Particia,"Ahearn, Tiffany Particia"
1766,Nesbitt,Christine,Leslie,"Nesbitt, Christine Leslie"
1767,Jennings,Joan,Liane,"Jennings, Joan Liane"
1768,Grenn,Teresa,Nancy,"Grenn, Teresa Nancy"
1769,Broughton,Elaine,Patricia,"Broughton, Elaine Patricia"
1770,Ames,Janie,Kimberly,"Ames, Janie Kimberly"
1771,Renner,Peggy,Melinda,"Renner, Peggy Melinda"
1772,Moreira,June,Donna,"Moreira, June Donna"
1773,Anaya,Kasey,Constance,"Anaya, Kasey Constance"
1774,Fernandez,Irene,Lisa,"Fernandez, Irene Lisa"
1775,Reid,Violet,Beverly,"Reid, Violet Beverly"
1776,Tarver,Vera,Graciela,"Tarver, Vera Graciela"
1777,Swafford,Jamie,Sylvia,"Swafford, Jamie Sylvia"
1778,Dunn,Gene,Debra,"Dunn, Gene Debra"
1779,Craig,Kathleen,Valerie,"Craig, Kathleen Valerie"
1780,Paton,Demetria,Audrey,"Paton, Demetria Audrey"
1781,Murphy,Charity,Dorothy,"Murphy, Charity Dorothy"
1782,Webster,Anisha,Minnie,"Webster, Anisha Minnie"
1783,Young,Reba,Mary,"Young, Reba Mary"
1784,Abeyta,Barbara,Patsy,"Abeyta, Barbara Patsy"
1785,Bumpus,Margaret,Bernice,"Bumpus, Margaret Bernice"
1786,Howlett,Myrtle,Estella,"Howlett, Myrtle Estella"
1787,Brown,Lisa,Donna,"Brown, Lisa Donna"
1788,Smith,Evelyn,Deborah,"Smith, Evelyn Deborah"
1789,Fontan,Sarah,Lori,"Fontan, Sarah Lori"
1790,Lowry,Janis,Becky,"Lowry, Janis Becky"
1791,Mccullough,Rosario,Nannie,"Mccullough, Rosario Nannie"
1792,Warren,Cecilia,Melissa,"Warren, Cecilia Melissa"
1793,Wood,Darline,Stacy,"Wood, Darline Stacy"
1794,Mills,Tiffany,Jamie,"Mills, Tiffany Jamie"
1795,Hefflefinger,Candi,Justine,"Hefflefinger, Candi Justine"
1796,Taylor,Mary,Edith,"Taylor, Mary Edith"
1797,Hughes,Patricia,Leigh,"Hughes, Patricia Leigh"
1798,Mcknight,Debra,Jeanne,"Mcknight, Debra Jeanne"
1799,Perrone,Anne,Mary,"Perrone, Anne Mary"
1800,Robles,My,Kimberly,"Robles, My Kimberly"
1801,Khaleel,Zoila,Joanne,"Khaleel, Zoila Joanne"
1802,Dixon,Veronique,Lakiesha,"Dixon, Veronique Lakiesha"
1803,Mayhall,Irene,Mildred,"Mayhall, Irene Mildred"
1804,Williams,Esther,Amber,"Williams, Esther Amber"
1805,Liberto,Mary,Donna,"Liberto, Mary Donna"
1806,Bastani,Christina,Linda,"Bastani, Christina Linda"
1807,Garcia,Eileen,Laurel,"Garcia, Eileen Laurel"
1808,Tice,Ethel,Misty,"Tice, Ethel Misty"
1809,Salgado,Erica,Jennie,"Salgado, Erica Jennie"
1810,Jones,Kelly,Yvonne,"Jones, Kelly Yvonne"
1811,Ortega,Sylvia,Patsy,"Ortega, Sylvia Patsy"
1812,Wilson,Mora,Ines,"Wilson, Mora Ines"
1813,Cancilla,Kristi,Magnolia,"Cancilla, Kristi Magnolia"
1814,Hawson,Lisa,Barbara,"Hawson, Lisa Barbara"
1815,Latshaw,Margaret,Susan,"Latshaw, Margaret Susan"
1816,Willis,Barbara,Patricia,"Willis, Barbara Patricia"
1817,Clark,Rosanne,Kristine,"Clark, Rosanne Kristine"
1818,Mccoy,Ruth,May,"Mccoy, Ruth May"
1819,Perez,Karen,Teri,"Perez, Karen Teri"
1820,Morris,Robin,Karen,"Morris, Robin Karen"
1821,Youngberg,Sharon,Mary,"Youngberg, Sharon Mary"
1822,Leonard,Lauralee,Mary,"Leonard, Lauralee Mary"
1823,Arnold,Mattie,Judy,"Arnold, Mattie Judy"
1824,Hooper,Claudia,Jean,"Hooper, Claudia Jean"
1825,Greiner,Yvonne,Regan,"Greiner, Yvonne Regan"
1826,Boudreau,Josephine,Nancy,"Boudreau, Josephine Nancy"
1827,Nanninga,Maria,Kim,"Nanninga, Maria Kim"
1828,Burgess,Lisa,Chrissy,"Burgess, Lisa Chrissy"
1829,Reeb,Sharon,Michelle,"Reeb, Sharon Michelle"
1830,Santa,Priscilla,Debra,"Santa, Priscilla Debra"
1831,Marchand,Sherry,Leandra,"Marchand, Sherry Leandra"
1832,Henderson,Eva,Cynthia,"Henderson, Eva Cynthia"
1833,Horton,Lois,Sara,"Horton, Lois Sara"
1834,Higdon,Barbara,Ester,"Higdon, Barbara Ester"
1835,Sellars,Connie,Ann,"Sellars, Connie Ann"
1836,Ree,Frances,Barbara,"Ree, Frances Barbara"
1837,Viers,Sue,Jane,"Viers, Sue Jane"
1838,Marshall,Sarah,Tamela,"Marshall, Sarah Tamela"
1839,Turner,Lilian,Jean,"Turner, Lilian Jean"
1840,Lewis,Sharon,April,"Lewis, Sharon April"
1841,Burrell,Mildred,Roxanna,"Burrell, Mildred Roxanna"
1842,Hunter,Christy,Charlene,"Hunter, Christy Charlene"
1843,Felix,Frieda,Deanne,"Felix, Frieda Deanne"
1844,Riffle,Casey,Joan,"Riffle, Casey Joan"
1845,Jeffries,Lola,Janice,"Jeffries, Lola Janice"
1846,Poss,Deborah,Margaret,"Poss, Deborah Margaret"
1847,Crayton,Shari,Gabriela,"Crayton, Shari Gabriela"
1848,Cormier,Carolyn,Michele,"Cormier, Carolyn Michele"
1849,Johnson,Amie,Ruby,"Johnson, Amie Ruby"
1850,Coleman,Marcia,Ericka,"Coleman, Marcia Ericka"
1851,Hanson,Genevieve,Amanda,"Hanson, Genevieve Amanda"
1852,Foote,Nicki,Althea,"Foote, Nicki Althea"
1853,Coviello,Sophie,Elizabeth,"Coviello, Sophie Elizabeth"
1854,Laudeman,Amy,Jane,"Laudeman, Amy Jane"
1855,Caron,Edith,Nancy,"Caron, Edith Nancy"
1856,Dougherty,Mary,Frances,"Dougherty, Mary Frances"
1857,Taylor,Eva,Bernadette,"Taylor, Eva Bernadette"
1858,Durr,Louise,Melissa,"Durr, Louise Melissa"
1859,Burbo,Kimberly,Andrea,"Burbo, Kimberly Andrea"
1860,Cordero,Shayna,Jennie,"Cordero, Shayna Jennie"
1861,Addington,Marie,Lisa,"Addington, Marie Lisa"
1862,Humphrey,Tracy,Betty,"Humphrey, Tracy Betty"
1863,Suarez,Betty,Kelli,"Suarez, Betty Kelli"
1864,Abel,Bessie,Carlota,"Abel, Bessie Carlota"
1865,Farias,Jeanne,Mary,"Farias, Jeanne Mary"
1866,Thweatt,Patricia,Dianne,"Thweatt, Patricia Dianne"
1867,Logan,Leslie,Colleen,"Logan, Leslie Colleen"
1868,Ernst,Diane,Laura,"Ernst, Diane Laura"
1869,Leiffer,Barbara,Mary,"Leiffer, Barbara Mary"
1870,Hooper,Lucia,Lucille,"Hooper, Lucia Lucille"
1871,Bermudez,Myrna,Marian,"Bermudez, Myrna Marian"
1872,Everhart,Bennie,Kim,"Everhart, Bennie Kim"
1873,Galindo,Jill,Lola,"Galindo, Jill Lola"
1874,Villani,Sharon,Lesli,"Villani, Sharon Lesli"
1875,Rhodes,Judy,Helen,"Rhodes, Judy Helen"
1876,Cisneros,Heather,Mary,"Cisneros, Heather Mary"
1877,Lowe,Rachel,Florence,"Lowe, Rachel Florence"
1878,Dalal,Elizabeth,Glenda,"Dalal, Elizabeth Glenda"
1879,Lewis,Elsie,Keli,"Lewis, Elsie Keli"
1880,Testa,Laura,Henrietta,"Testa, Laura Henrietta"
1881,Reynolds,Francis,Teresa,"Reynolds, Francis Teresa"
1882,Iacino,Allison,Patricia,"Iacino, Allison Patricia"
1883,Baker,Johanna,Erin,"Baker, Johanna Erin"
1884,Twigg,Jennifer,Salena,"Twigg, Jennifer Salena"
1885,Mcmurrough,Kristal,Deloris,"Mcmurrough, Kristal Deloris"
1886,Bowlden,Tia,Kimberly,"Bowlden, Tia Kimberly"
1887,Richards,Helen,Nettie,"Richards, Helen Nettie"
1888,Tilford,Gloria,Tifany,"Tilford, Gloria Tifany"
1889,Huff,Susan,Nancy,"Huff, Susan Nancy"
1890,Shen,Jessie,Sarah,"Shen, Jessie Sarah"
1891,Smoak,Mary,Laurene,"Smoak, Mary Laurene"
1892,Cho,Nikki,Xuan,"Cho, Nikki Xuan"
1893,Allen,Shelia,Donna,"Allen, Shelia Donna"
1894,Shapiro,Norma,Amanda,"Shapiro, Norma Amanda"
1895,Oneill,Francisca,Janet,"Oneill, Francisca Janet"
1896,Bischoff,Lori,Jennifer,"Bischoff, Lori Jennifer"
1897,Robinson,Ashley,Mary,"Robinson, Ashley Mary"
1898,Marshell,Bethany,Ella,"Marshell, Bethany Ella"
1899,Cameron,Ruby,Juanita,"Cameron, Ruby Juanita"
1900,Cheng,Sarah,Patricia,"Cheng, Sarah Patricia"
1901,Guajardo,Denita,Rebecca,"Guajardo, Denita Rebecca"
1902,Lynn,Ashley,Barbara,"Lynn, Ashley Barbara"
1903,Mccormick,Alice,Betty,"Mccormick, Alice Betty"
1904,Freiheit,Mary,Cecilia,"Freiheit, Mary Cecilia"
1905,Sommer,Maria,Shauna,"Sommer, Maria Shauna"
1906,Esquivel,Jill,Kandice,"Esquivel, Jill Kandice"
1907,Ogden,Anna,Melvin,"Ogden, Anna Melvin"
1908,Lin,Elaine,Lisa,"Lin, Elaine Lisa"
1909,Brown,Irma,Darlene,"Brown, Irma Darlene"
1910,Fabre,Alba,Nicole,"Fabre, Alba Nicole"
1911,Marsh,Christine,Bonnie,"Marsh, Christine Bonnie"
1912,Thomas,Karen,Donna,"Thomas, Karen Donna"
1913,Johnson,Theresa,Samantha,"Johnson, Theresa Samantha"
1914,Gutierrez,Barbara,Kay,"Gutierrez, Barbara Kay"
1915,Trent,Michelle,Diane,"Trent, Michelle Diane"
1916,Thompson,Rebecca,Sarah,"Thompson, Rebecca Sarah"
1917,Martinez,Carolynn,Norma,"Martinez, Carolynn Norma"
1918,Smith,Leann,Cindy,"Smith, Leann Cindy"
1919,Lynn,Deborah,Christina,"Lynn, Deborah Christina"
1920,Stewart,Randy,Helen,"Stewart, Randy Helen"
1921,Lafoy,Michelle,Shirley,"Lafoy, Michelle Shirley"
1922,Delarosa,Paula,Elizabeth,"Delarosa, Paula Elizabeth"
1923,Schlotter,Janie,Patricia,"Schlotter, Janie Patricia"
1924,Derting,Risa,Thuy,"Derting, Risa Thuy"
1925,Appleman,Barbara,Tracy,"Appleman, Barbara Tracy"
1926,Stamps,Linda,Sheri,"Stamps, Linda Sheri"
1927,Savage,Tiffany,Katy,"Savage, Tiffany Katy"
1928,Dees,Norma,Joy,"Dees, Norma Joy"
1929,Hopkins,Ellen,Jennifer,"Hopkins, Ellen Jennifer"
1930,Williams,Shannon,Melissa,"Williams, Shannon Melissa"
1931,Sparks,Loretta,Janet,"Sparks, Loretta Janet"
1932,Lewis,Margaret,Sharon,"Lewis, Margaret Sharon"
1933,Stevenson,Rhonda,Brandy,"Stevenson, Rhonda Brandy"
1934,Berry,Gaynell,Alice,"Berry, Gaynell Alice"
1935,Bidding,Jewell,Nicole,"Bidding, Jewell Nicole"
1936,Todd,Suzanne,Virginia,"Todd, Suzanne Virginia"
1937,Williams,Quiana,Tanya,"Williams, Quiana Tanya"
1938,Finerty,Amy,Susan,"Finerty, Amy Susan"
1939,Shamley,Karen,Terri,"Shamley, Karen Terri"
1940,Mendez,Patricia,Hope,"Mendez, Patricia Hope"
1941,Rundle,Arlene,Paula,"Rundle, Arlene Paula"
1942,Blas,Clara,Shirley,"Blas, Clara Shirley"
1943,Ragland,Chelsea,Celeste,"Ragland, Chelsea Celeste"
1944,Davis,Linda,Christi,"Davis, Linda Christi"
1945,Ashe,Linda,Barbara,"Ashe, Linda Barbara"
1946,Long,Barbara,Goldie,"Long, Barbara Goldie"
1947,Cordova,Maria,Victoria,"Cordova, Maria Victoria"
1948,Reus,Pamela,Natalie,"Reus, Pamela Natalie"
1949,Jones,Carol,Faye,"Jones, Carol Faye"
1950,Sanchez,Margaret,Tricia,"Sanchez, Margaret Tricia"
1951,Pickering,Jessica,Linda,"Pickering, Jessica Linda"
1952,Anderson,Jennifer,Kate,"Anderson, Jennifer Kate"
1953,Leason,Dione,Bridget,"Leason, Dione Bridget"
1954,Price,Joan,Lillian,"Price, Joan Lillian"
1955,Davis,Pearl,Maria,"Davis, Pearl Maria"
1956,Hall,Jennifer,Ashlee,"Hall, Jennifer Ashlee"
1957,Osborne,Melissa,Nancy,"Osborne, Melissa Nancy"
1958,Watkins,Graciela,Alice,"Watkins, Graciela Alice"
1959,Jacobs,Mabel,Amber,"Jacobs, Mabel Amber"
1960,Reuer,Lydia,Claudia,"Reuer, Lydia Claudia"
1961,Tieszen,Tracey,Cynthia,"Tieszen, Tracey Cynthia"
1962,Figueroa,Kathy,Pasty,"Figueroa, Kathy Pasty"
1963,Kirk,Margaret,Dana,"Kirk, Margaret Dana"
1964,Oneal,Macie,Thelma,"Oneal, Macie Thelma"
1965,Espinosa,Jina,Anne,"Espinosa, Jina Anne"
1966,Banuelos,Yvette,Shirley,"Banuelos, Yvette Shirley"
1967,Farmer,Erica,Ginger,"Farmer, Erica Ginger"
1968,Belcher,Kathy,Valeria,"Belcher, Kathy Valeria"
1969,Hoy,Lillian,Beatriz,"Hoy, Lillian Beatriz"
1970,Badger,Michelle,Latonya,"Badger, Michelle Latonya"
1971,Bommarito,Josephine,Mildred,"Bommarito, Josephine Mildred"
1972,Armijo,Barbara,Corrin,"Armijo, Barbara Corrin"
1973,Withers,Elizabeth,Yolanda,"Withers, Elizabeth Yolanda"
1974,Hinckley,Katherine,Jennifer,"Hinckley, Katherine Jennifer"
1975,Johnson,Cecilia,Bridget,"Johnson, Cecilia Bridget"
1976,Johnson,Kathleen,Rene,"Johnson, Kathleen Rene"
1977,Lopez,June,Veda,"Lopez, June Veda"
1978,Kelley,Carol,Joyce,"Kelley, Carol Joyce"
1979,Looney,Cindy,Cynthia,"Looney, Cindy Cynthia"
1980,Bae,Leticia,Kristen,"Bae, Leticia Kristen"
1981,Owen,Nancy,Laura,"Owen, Nancy Laura"
1982,Freeman,Pamela,Marie,"Freeman, Pamela Marie"
1983,Norris,Martha,Lavonda,"Norris, Martha Lavonda"
1984,Carter,Elicia,Mary,"Carter, Elicia Mary"
1985,Villalobos,Avelina,Trena,"Villalobos, Avelina Trena"
1986,Evans,Ruth,Sandra,"Evans, Ruth Sandra"
1987,Over,Mary,Marie,"Over, Mary Marie"
1988,Mcgalliard,Carol,Julie,"Mcgalliard, Carol Julie"
1989,Harris,Ruth,Heather,"Harris, Ruth Heather"
1990,Chesney,Shalonda,Melissa,"Chesney, Shalonda Melissa"
1991,Chenault,Stephanie,Daphne,"Chenault, Stephanie Daphne"
1992,Dodd,Amelia,Deborah,"Dodd, Amelia Deborah"
1993,Mchugh,Elena,Tina,"Mchugh, Elena Tina"
1994,Clayton,Clarissa,Andrea,"Clayton, Clarissa Andrea"
1995,Matteson,Maryann,Fern,"Matteson, Maryann Fern"
1996,Drake,Hazel,Marjorie,"Drake, Hazel Marjorie"
1997,Looby,Michele,Margaret,"Looby, Michele Margaret"
1998,Doyle,Christina,Anna,"Doyle, Christina Anna"
1999,Keathley,Mary,Brandy,"Keathley, Mary Brandy"
2000,Nichols,Renee,Nettie,"Nichols, Renee Nettie"
2001,Maurer,Tracy,Kristal,"Maurer, Tracy Kristal"
2002,Sullivan,Christy,Paulette,"Sullivan, Christy Paulette"
2003,Retherford,Gina,Shirley,"Retherford, Gina Shirley"
2004,Basinger,Dorothy,Emma,"Basinger, Dorothy Emma"
2005,Varnado,Bessie,Jessica,"Varnado, Bessie Jessica"
2006,Baltzell,Lashonda,Ami,"Baltzell, Lashonda Ami"
2007,Robinson,Tiffany,Ruth,"Robinson, Tiffany Ruth"
2008,Hopkins,Mary,Michelle,"Hopkins, Mary Michelle"
2009,Bitterman,Frances,Robin,"Bitterman, Frances Robin"
2010,Perkey,Rosetta,Patricia,"Perkey, Rosetta Patricia"
2011,Warren,Jessica,Dolores,"Warren, Jessica Dolores"
2012,Reyes,Concetta,Carolyn,"Reyes, Concetta Carolyn"
2013,Weiss,Luz,Mary,"Weiss, Luz Mary"
2014,Young,Joanne,Virginia,"Young, Joanne Virginia"
2015,Fowler,Stephanie,Sonia,"Fowler, Stephanie Sonia"
2016,Brink,Mildred,Beverly,"Brink, Mildred Beverly"
2017,Pineda,Odell,Wendy,"Pineda, Odell Wendy"
2018,Bell,Clarissa,Ethel,"Bell, Clarissa Ethel"
2019,Bowen,Delisa,Stacey,"Bowen, Delisa Stacey"
2020,Goodwin,Adeline,Theresa,"Goodwin, Adeline Theresa"
2021,Butler,Dawn,Amalia,"Butler, Dawn Amalia"
2022,Sagely,Laurie,Sherry,"Sagely, Laurie Sherry"
2023,Santos,Minnie,Nida,"Santos, Minnie Nida"
2024,Faiello,Cheryl,Toni,"Faiello, Cheryl Toni"
2025,Hood,Annie,Lottie,"Hood, Annie Lottie"
2026,Garon,Nancy,Cynthia,"Garon, Nancy Cynthia"
2027,Hernandez,Sherita,Marilee,"Hernandez, Sherita Marilee"
2028,Callaway,Josefa,Robyn,"Callaway, Josefa Robyn"
2029,Brooks,Olivia,Mildred,"Brooks, Olivia Mildred"
2030,Stewart,Tracey,Teressa,"Stewart, Tracey Teressa"
2031,Macklin,Karen,Tracey,"Macklin, Karen Tracey"
2032,Debates,Shannon,Mary,"Debates, Shannon Mary"
2033,Villaruz,Patricia,Denise,"Villaruz, Patricia Denise"
2034,Wilson,Michele,Jenny,"Wilson, Michele Jenny"
2035,Barrett,Jeanette,Mitzi,"Barrett, Jeanette Mitzi"
2036,Saylor,Margaret,Debbie,"Saylor, Margaret Debbie"
2037,Castillo,Melissa,Lynda,"Castillo, Melissa Lynda"
2038,Whiting,Christina,Dianna,"Whiting, Christina Dianna"
2039,Mccown,Yesenia,Dorothy,"Mccown, Yesenia Dorothy"
2040,Jacobsen,Lena,Carla,"Jacobsen, Lena Carla"
2041,Guzman,Christine,Bailey,"Guzman, Christine Bailey"
2042,Bennett,Loretta,Emily,"Bennett, Loretta Emily"
2043,Davis,Susan,Diane,"Davis, Susan Diane"
2044,Price,Violet,Carol,"Price, Violet Carol"
2045,Wright,Ida,Elizabeth,"Wright, Ida Elizabeth"
2046,Cook,Felisha,Virginia,"Cook, Felisha Virginia"
2047,Stackhouse,Lessie,Angela,"Stackhouse, Lessie Angela"
2048,Dickey,Tammy,Theresa,"Dickey, Tammy Theresa"
2049,Schneider,Monique,Andrea,"Schneider, Monique Andrea"
2050,Thaemert,Minnie,Rhonda,"Thaemert, Minnie Rhonda"
2051,Ganote,Rachel,Stephanie,"Ganote, Rachel Stephanie"
2052,Larson,Margaret,Yvette,"Larson, Margaret Yvette"
2053,Holmgren,Maria,Althea,"Holmgren, Maria Althea"
2054,Thomasson,Tammy,Fran,"Thomasson, Tammy Fran"
2055,Douglas,Eva,Wilma,"Douglas, Eva Wilma"
2056,Artavia,Carol,Jami,"Artavia, Carol Jami"
2057,Zellefrow,Albina,Elizabeth,"Zellefrow, Albina Elizabeth"
2058,Fennell,Anna,Charolette,"Fennell, Anna Charolette"
2059,Smith,Glenda,Elizabeth,"Smith, Glenda Elizabeth"
2060,Baker,Tonya,Alicia,"Baker, Tonya Alicia"
2061,Pals,Corrine,Virginia,"Pals, Corrine Virginia"
2062,Moreno,Nicole,Jean,"Moreno, Nicole Jean"
2063,Montoya,Lorraine,Ava,"Montoya, Lorraine Ava"
2064,Burkholder,Vada,Sarah,"Burkholder, Vada Sarah"
2065,Alexander,Marsha,Migdalia,"Alexander, Marsha Migdalia"
2066,Gonzales,Elsie,Yoko,"Gonzales, Elsie Yoko"
2067,Rueb,Nancy,Anna,"Rueb, Nancy Anna"
2068,Pryor,Valerie,Carolyn,"Pryor, Valerie Carolyn"
2069,Barber,Sonia,Florence,"Barber, Sonia Florence"
2070,Heiny,Kathleen,Julia,"Heiny, Kathleen Julia"
2071,Barr,Mary,Vera,"Barr, Mary Vera"
2072,Vault,Cynthia,Denise,"Vault, Cynthia Denise"
2073,Fong,Amber,Pauline,"Fong, Amber Pauline"
